Estimator,MSE,seconds,dataset.kwargs.dataset,logging_policy.kwargs.temperature,target_policy.kwargs.temperature
DRos \ensuremath{\tt PAS{\text -}IF},4.029099028063292e-05,43.23988771438599,optdigits,-3,-10
DRps Original Tuning/Theory,2.275868374860795e-06,0.6909399032592773,optdigits,-3,-10
DRps \ensuremath{\tt OCV_{IPS}},2.313218860099957e-06,14.374542713165283,optdigits,-3,-10
DRps \ensuremath{\tt OCV_{DR}},2.4474431001941926e-06,34.63787579536438,optdigits,-3,-10
DRps \textsc{Slope},2.3081548411638894e-05,0.3877489566802978,optdigits,-3,-10
DRps \ensuremath{\tt PAS{\text -}IF},4.005474509653152e-05,43.81133961677551,optdigits,-3,-10
IPS-$\lambda$ Original Tuning/Theory,8.5511750728246e-09,0.0633111000061035,optdigits,-3,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},8.825662799088251e-09,4.593909740447998,optdigits,-3,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},1.2910703378058742e-08,25.486203908920288,optdigits,-3,-10
IPS-$\lambda$ \textsc{Slope},1.898495405654389e-05,0.3459961414337158,optdigits,-3,-10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},5.047265644842102e-05,54.53799533843994,optdigits,-3,-10
GroupIPS \ensuremath{\tt OCV_{IPS}},8.415071761204612e-09,3.9800868034362793,optdigits,-3,-10
GroupIPS \ensuremath{\tt OCV_{DR}},8.415071761204612e-09,5.639320135116577,optdigits,-3,-10
GroupIPS \textsc{Slope},6.833512011411845e-07,0.0920295715332031,optdigits,-3,-10
GroupIPS \ensuremath{\tt PAS{\text -}IF},5.513951168474589e-05,35.763426065444946,optdigits,-3,-10
Everything \ensuremath{\tt OCV_{IPS}},8.464950540099985e-09,75.44174551963806,optdigits,-3,-10
Everything \ensuremath{\tt OCV_{DR}},8.346294178743037e-09,140.4038906097412,optdigits,-3,-10
Everything \ensuremath{\tt PAS{\text -}IF},5.513951168474589e-05,114.96528124809264,optdigits,-3,-10
TruncatedIPS Original Tuning/Theory,0.0006470311190691,0.0043118000030517,page-blocks,3,10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},0.0008682996460357,2.536310195922852,page-blocks,3,10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.0007798474340964,5.759458065032959,page-blocks,3,10
TruncatedIPS \textsc{Slope},0.0026537190909234,0.0525891780853271,page-blocks,3,10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},0.0393634431597171,25.47625303268433,page-blocks,3,10
\textsc{Switch}-DR Original Tuning/Theory,1.0844536601156734e-08,0.2603685855865478,page-blocks,3,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0004022024081752,4.180143117904663,page-blocks,3,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},1.0844536601156734e-08,7.291294097900391,page-blocks,3,10
\textsc{Switch}-DR \textsc{Slope},7.65812871101127e-06,0.0462939739227294,page-blocks,3,10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0004556548276025,19.09473752975464,page-blocks,3,10
CAB \ensuremath{\tt OCV_{IPS}},0.0014219867910789,3.002746105194092,page-blocks,3,10
CAB \ensuremath{\tt OCV_{DR}},0.0007478215149041,4.543235301971436,page-blocks,3,10
CAB \textsc{Slope},0.0006547806655533,0.1253061294555664,page-blocks,3,10
CAB \ensuremath{\tt PAS{\text -}IF},0.003451977795433,25.16841197013855,page-blocks,3,10
DRos Original Tuning/Theory,2.248904856256281e-05,0.3679273128509521,page-blocks,3,10
DRos \ensuremath{\tt OCV_{IPS}},1.457702425993274e-05,4.966066122055054,page-blocks,3,10
DRos \ensuremath{\tt OCV_{DR}},2.248904856256281e-05,7.15919303894043,page-blocks,3,10
DRos \textsc{Slope},0.0002046029256706,0.1177494525909423,page-blocks,3,10
DRos \ensuremath{\tt PAS{\text -}IF},0.0004023766996927,23.275185346603397,page-blocks,3,10
DRps Original Tuning/Theory,3.042699310085736e-05,0.4346249103546142,page-blocks,3,10
DRps \ensuremath{\tt OCV_{IPS}},5.967241025713012e-06,5.016546249389648,page-blocks,3,10
DRps \ensuremath{\tt OCV_{DR}},3.042699310085736e-05,10.076730251312256,page-blocks,3,10
DRps \textsc{Slope},0.0001700954390326,0.1146843433380127,page-blocks,3,10
DRps \ensuremath{\tt PAS{\text -}IF},0.000394668867848,27.423617839813232,page-blocks,3,10
IPS-$\lambda$ Original Tuning/Theory,0.0006958639126102,0.0875632762908935,page-blocks,3,10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},0.0006511730086579,2.683763027191162,page-blocks,3,10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},0.0006491081997333,5.812567472457886,page-blocks,3,10
IPS-$\lambda$ \textsc{Slope},0.003334609795956,0.0590345859527587,page-blocks,3,10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.0368181610210692,14.158557415008543,page-blocks,3,10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0056919339159073,0.8174912929534912,page-blocks,3,10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0056919339159073,0.9636313915252686,page-blocks,3,10
GroupIPS \textsc{Slope},0.0059320988511355,0.0252485275268554,page-blocks,3,10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.0374803794282352,16.631500959396362,page-blocks,3,10
Everything \ensuremath{\tt OCV_{IPS}},0.0006480730130014,32.76549291610718,page-blocks,3,10
Everything \ensuremath{\tt OCV_{DR}},7.063846391437662e-05,41.2637505531311,page-blocks,3,10
Everything \ensuremath{\tt PAS{\text -}IF},0.0256949539713947,49.95985126495361,page-blocks,3,10
TruncatedIPS Original Tuning/Theory,1.080416790631329e-06,0.0111267566680908,page-blocks,3,-10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},8.307000965236389e-06,1.278700590133667,page-blocks,3,-10
TruncatedIPS \ensuremath{\tt OCV_{DR}},3.84617552386507e-06,4.002609729766846,page-blocks,3,-10
TruncatedIPS \textsc{Slope},1.4517262936982385e-05,0.1316032409667968,page-blocks,3,-10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},1.080416790631329e-06,25.667430639266968,page-blocks,3,-10
\textsc{Switch}-DR Original Tuning/Theory,0.0020981283042626,0.5965263843536377,page-blocks,3,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.002053434504866,6.767264366149902,page-blocks,3,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0024676670412567,10.992565393447876,page-blocks,3,-10
\textsc{Switch}-DR \textsc{Slope},0.0024681372690143,0.4669039249420166,page-blocks,3,-10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.002434722594727,30.27677345275879,page-blocks,3,-10
CAB \ensuremath{\tt OCV_{IPS}},3.20068069730672e-05,5.694106340408325,page-blocks,3,-10
CAB \ensuremath{\tt OCV_{DR}},1.043126919947902e-06,9.162579774856567,page-blocks,3,-10
CAB \textsc{Slope},1.044075241540114e-06,0.2313208580017089,page-blocks,3,-10
CAB \ensuremath{\tt PAS{\text -}IF},1.0441332204411942e-06,20.240296363830566,page-blocks,3,-10
DRos Original Tuning/Theory,2.2301658230495665e-05,0.3756279945373535,page-blocks,3,-10
DRos \ensuremath{\tt OCV_{IPS}},2.2301658230495665e-05,5.6621949672698975,page-blocks,3,-10
DRos \ensuremath{\tt OCV_{DR}},2.2301658230495665e-05,10.82973051071167,page-blocks,3,-10
DRos \textsc{Slope},0.0004260079682815,0.0873692035675048,page-blocks,3,-10
DRos \ensuremath{\tt PAS{\text -}IF},0.0024694560064628,19.13112592697144,page-blocks,3,-10
DRps Original Tuning/Theory,0.0006578326912925,0.2361717224121093,page-blocks,3,-10
DRps \ensuremath{\tt OCV_{IPS}},0.0006578326912925,6.378283500671387,page-blocks,3,-10
DRps \ensuremath{\tt OCV_{DR}},0.0006578326912925,8.306444644927979,page-blocks,3,-10
DRps \textsc{Slope},0.0012986071814492,0.0608556270599365,page-blocks,3,-10
DRps \ensuremath{\tt PAS{\text -}IF},0.0024463037624174,26.988800525665283,page-blocks,3,-10
IPS-$\lambda$ Original Tuning/Theory,1.0912142838028946e-06,0.1287794113159179,page-blocks,3,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},3.449894287314245e-07,2.7547523975372314,page-blocks,3,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},1.2048692635020685e-06,6.617281198501587,page-blocks,3,-10
IPS-$\lambda$ \textsc{Slope},7.824669164357567e-06,0.1281542778015136,page-blocks,3,-10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.0433117880073067,21.508907794952396,page-blocks,3,-10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0410353625326759,0.8694541454315186,page-blocks,3,-10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0439788732865284,1.1933143138885498,page-blocks,3,-10
GroupIPS \textsc{Slope},0.0439788732865284,0.0382907390594482,page-blocks,3,-10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.5916452742014219,14.810363054275513,page-blocks,3,-10
Everything \ensuremath{\tt OCV_{IPS}},1.700277486490836e-06,19.05168199539185,page-blocks,3,-10
Everything \ensuremath{\tt OCV_{DR}},1.0710574306937811e-06,49.04129672050476,page-blocks,3,-10
Everything \ensuremath{\tt PAS{\text -}IF},0.5916452742014219,36.34526562690735,page-blocks,3,-10
TruncatedIPS Original Tuning/Theory,5.359800920399829e-06,0.0041561126708984,page-blocks,1,10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},5.359800920399829e-06,2.3729422092437744,page-blocks,1,10
TruncatedIPS \ensuremath{\tt OCV_{DR}},5.359800920399829e-06,6.677439689636231,page-blocks,1,10
TruncatedIPS \textsc{Slope},0.0021801777502583,0.023317813873291,page-blocks,1,10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},0.3401961897244742,15.022348403930664,page-blocks,1,10
\textsc{Switch}-DR Original Tuning/Theory,0.0027834254532877,0.2058205604553222,page-blocks,1,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0025822600177784,2.919276237487793,page-blocks,1,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0025800177479038,6.146033763885498,page-blocks,1,10
\textsc{Switch}-DR \textsc{Slope},0.0025791636405518,0.1455686092376709,page-blocks,1,10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0027834254532877,13.848872900009155,page-blocks,1,10
CAB \ensuremath{\tt OCV_{IPS}},1.8175344467699852e-08,2.968385934829712,page-blocks,1,10
CAB \ensuremath{\tt OCV_{DR}},9.634445351964838e-06,5.598103761672974,page-blocks,1,10
CAB \textsc{Slope},4.466675962749815e-06,0.1934514045715332,page-blocks,1,10
CAB \ensuremath{\tt PAS{\text -}IF},0.0013194859380385,40.22120189666748,page-blocks,1,10
DRos Original Tuning/Theory,0.0001667255210773,0.3422548770904541,page-blocks,1,10
DRos \ensuremath{\tt OCV_{IPS}},0.0002027799240888,3.40215277671814,page-blocks,1,10
DRos \ensuremath{\tt OCV_{DR}},0.000277781445352,9.64920163154602,page-blocks,1,10
DRos \textsc{Slope},0.0006981091083705,0.1158168315887451,page-blocks,1,10
DRos \ensuremath{\tt PAS{\text -}IF},0.0025798532956656,32.547720193862915,page-blocks,1,10
DRps Original Tuning/Theory,0.0001828502876432,0.1923012733459472,page-blocks,1,10
DRps \ensuremath{\tt OCV_{IPS}},0.0003877820048405,2.322263479232788,page-blocks,1,10
DRps \ensuremath{\tt OCV_{DR}},0.0003877820048405,6.701305150985718,page-blocks,1,10
DRps \textsc{Slope},0.0008472257696878,0.0380153656005859,page-blocks,1,10
DRps \ensuremath{\tt PAS{\text -}IF},0.0025577500127111,32.50551247596741,page-blocks,1,10
IPS-$\lambda$ Original Tuning/Theory,3.885894367944384e-06,0.1067461967468261,page-blocks,1,10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},3.3222060050183636e-08,2.6846156120300293,page-blocks,1,10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},4.18133696475552e-06,5.872375249862671,page-blocks,1,10
IPS-$\lambda$ \textsc{Slope},0.0033592999611945,0.0905978679656982,page-blocks,1,10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.3370763183619125,26.584874153137207,page-blocks,1,10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0006249335990601,1.048396348953247,page-blocks,1,10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0006249335990601,1.5258629322052002,page-blocks,1,10
GroupIPS \textsc{Slope},0.0007245517054684,0.0564925670623779,page-blocks,1,10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.3325710289032804,17.129432916641235,page-blocks,1,10
Everything \ensuremath{\tt OCV_{IPS}},3.67766393840117e-05,26.08006191253662,page-blocks,1,10
Everything \ensuremath{\tt OCV_{DR}},0.0002027799240888,46.532716035842896,page-blocks,1,10
Everything \ensuremath{\tt PAS{\text -}IF},0.3169288128310233,50.26251816749573,page-blocks,1,10
TruncatedIPS Original Tuning/Theory,5.342765366596104e-06,0.0046942234039306,page-blocks,1,-10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},5.342765366596104e-06,3.066790819168091,page-blocks,1,-10
TruncatedIPS \ensuremath{\tt OCV_{DR}},5.29296778060806e-07,6.995699882507324,page-blocks,1,-10
TruncatedIPS \textsc{Slope},4.739148412488454e-06,0.0373554229736328,page-blocks,1,-10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},5.342765366596104e-06,13.965251207351685,page-blocks,1,-10
\textsc{Switch}-DR Original Tuning/Theory,1.1336246599058276e-05,0.2519123554229736,page-blocks,1,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},1.6099813879109967e-05,5.333639621734619,page-blocks,1,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},1.1336246599058276e-05,6.540956020355225,page-blocks,1,-10
\textsc{Switch}-DR \textsc{Slope},7.16308927146035e-05,0.0309586524963378,page-blocks,1,-10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0006103036045184,14.947502851486206,page-blocks,1,-10
CAB \ensuremath{\tt OCV_{IPS}},1.11775727886693e-05,5.914615869522095,page-blocks,1,-10
CAB \ensuremath{\tt OCV_{DR}},1.2502691854905998e-05,11.53324556350708,page-blocks,1,-10
CAB \textsc{Slope},6.855294810243716e-06,0.2908394336700439,page-blocks,1,-10
CAB \ensuremath{\tt PAS{\text -}IF},0.0012099127830982,36.74438214302063,page-blocks,1,-10
DRos Original Tuning/Theory,1.2661011025103385e-05,0.5082798004150391,page-blocks,1,-10
DRos \ensuremath{\tt OCV_{IPS}},1.2661011025103385e-05,6.468129634857178,page-blocks,1,-10
DRos \ensuremath{\tt OCV_{DR}},1.2009880327088791e-05,10.975786685943604,page-blocks,1,-10
DRos \textsc{Slope},0.0001857172934422,0.1364612579345703,page-blocks,1,-10
DRos \ensuremath{\tt PAS{\text -}IF},0.000610554090546,27.417118549346924,page-blocks,1,-10
DRps Original Tuning/Theory,1.3284409215175604e-05,0.519038200378418,page-blocks,1,-10
DRps \ensuremath{\tt OCV_{IPS}},1.3284409215175604e-05,5.556528091430664,page-blocks,1,-10
DRps \ensuremath{\tt OCV_{DR}},0.0002278945085408,5.048447132110596,page-blocks,1,-10
DRps \textsc{Slope},0.0001787742649444,0.0533192157745361,page-blocks,1,-10
DRps \ensuremath{\tt PAS{\text -}IF},0.0005988151440848,33.34358215332031,page-blocks,1,-10
IPS-$\lambda$ Original Tuning/Theory,5.308744172115619e-06,0.1089534759521484,page-blocks,1,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},2.8787259794351204e-06,2.1889634132385254,page-blocks,1,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},1.330295400200393e-05,4.8603880405426025,page-blocks,1,-10
IPS-$\lambda$ \textsc{Slope},4.86214271851292e-05,0.0977621078491211,page-blocks,1,-10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.0277471675923068,26.288233518600464,page-blocks,1,-10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0005156999490281,0.8377594947814941,page-blocks,1,-10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0005156999490281,1.2131943702697754,page-blocks,1,-10
GroupIPS \textsc{Slope},0.000573345088709,0.0430285930633544,page-blocks,1,-10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.1495283705711312,11.94247055053711,page-blocks,1,-10
Everything \ensuremath{\tt OCV_{IPS}},4.976856945207858e-06,31.88718104362488,page-blocks,1,-10
Everything \ensuremath{\tt OCV_{DR}},2.425578840087339e-05,48.41158413887024,page-blocks,1,-10
Everything \ensuremath{\tt PAS{\text -}IF},0.1495283705711312,49.1770932674408,page-blocks,1,-10
TruncatedIPS Original Tuning/Theory,0.0008775185632919,0.002899169921875,page-blocks,0,10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},0.0008775185632919,1.1876943111419678,page-blocks,0,10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.0008775185632919,3.5897696018218994,page-blocks,0,10
TruncatedIPS \textsc{Slope},0.0008775185632919,0.0068306922912597,page-blocks,0,10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},0.5884683801020604,13.50910234451294,page-blocks,0,10
\textsc{Switch}-DR Original Tuning/Theory,0.0055882754769709,0.3046388626098633,page-blocks,0,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0055745775162501,3.195309400558472,page-blocks,0,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0055882754769709,4.727832078933716,page-blocks,0,10
\textsc{Switch}-DR \textsc{Slope},0.005574470380276,0.1630580425262451,page-blocks,0,10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0056001989383243,16.4511661529541,page-blocks,0,10
CAB \ensuremath{\tt OCV_{IPS}},0.0006147340421733,6.661366939544678,page-blocks,0,10
CAB \ensuremath{\tt OCV_{DR}},3.605794865257443e-05,7.937786102294922,page-blocks,0,10
CAB \textsc{Slope},0.0008700647131661,0.1325912475585937,page-blocks,0,10
CAB \ensuremath{\tt PAS{\text -}IF},3.605794865257443e-05,41.92140769958496,page-blocks,0,10
DRos Original Tuning/Theory,0.0001632050885822,0.1727800369262695,page-blocks,0,10
DRos \ensuremath{\tt OCV_{IPS}},0.0002282595759271,2.9520158767700195,page-blocks,0,10
DRos \ensuremath{\tt OCV_{DR}},0.0002282595759271,11.045575857162476,page-blocks,0,10
DRos \textsc{Slope},0.0012146991785352,0.0815126895904541,page-blocks,0,10
DRos \ensuremath{\tt PAS{\text -}IF},0.005574773420574,25.275805234909058,page-blocks,0,10
DRps Original Tuning/Theory,0.0018969625854124,0.7000868320465088,page-blocks,0,10
DRps \ensuremath{\tt OCV_{IPS}},0.003806721477097,4.9669389724731445,page-blocks,0,10
DRps \ensuremath{\tt OCV_{DR}},0.0046554762113386,8.594493627548218,page-blocks,0,10
DRps \textsc{Slope},0.003806721477097,0.1307096481323242,page-blocks,0,10
DRps \ensuremath{\tt PAS{\text -}IF},0.0055462956415462,29.72098398208618,page-blocks,0,10
IPS-$\lambda$ Original Tuning/Theory,0.0004629671775987,0.096961498260498,page-blocks,0,10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},0.0008356063468864,2.010304450988769,page-blocks,0,10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},0.0007174963409025,4.037110090255737,page-blocks,0,10
IPS-$\lambda$ \textsc{Slope},0.0025863535068907,0.0511012077331543,page-blocks,0,10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.5768334622156497,22.17992877960205,page-blocks,0,10
GroupIPS \ensuremath{\tt OCV_{IPS}},4.3495254368105095e-08,0.69358229637146,page-blocks,0,10
GroupIPS \ensuremath{\tt OCV_{DR}},4.3495254368105095e-08,1.155329704284668,page-blocks,0,10
GroupIPS \textsc{Slope},1.2230983272152711e-05,0.0370590686798095,page-blocks,0,10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.5783709004624221,13.308759212493896,page-blocks,0,10
Everything \ensuremath{\tt OCV_{IPS}},5.9365563205620106e-05,21.998343229293823,page-blocks,0,10
Everything \ensuremath{\tt OCV_{DR}},0.0018969625854124,50.60149645805359,page-blocks,0,10
Everything \ensuremath{\tt PAS{\text -}IF},0.5665757153887717,39.98926138877869,page-blocks,0,10
TruncatedIPS Original Tuning/Theory,1.9874010673108268e-06,0.0077893733978271,page-blocks,0,-10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},1.9874010673108268e-06,2.812190532684326,page-blocks,0,-10
TruncatedIPS \ensuremath{\tt OCV_{DR}},1.6102574990503286e-05,7.211450815200806,page-blocks,0,-10
TruncatedIPS \textsc{Slope},5.208603504090462e-06,0.0990316867828369,page-blocks,0,-10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},1.9874010673108268e-06,17.93282151222229,page-blocks,0,-10
\textsc{Switch}-DR Original Tuning/Theory,1.1009265426693124e-05,0.4148945808410644,page-blocks,0,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},4.619505185539641e-06,4.536673545837402,page-blocks,0,-10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},1.1009265426693124e-05,9.427717685699465,page-blocks,0,-10
\textsc{Switch}-DR \textsc{Slope},4.619505185539641e-06,0.0369091033935546,page-blocks,0,-10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0001350629292492,18.993690729141235,page-blocks,0,-10
CAB \ensuremath{\tt OCV_{IPS}},4.1442472133350914e-06,4.951085329055786,page-blocks,0,-10
CAB \ensuremath{\tt OCV_{DR}},2.953239907370551e-06,9.884942054748535,page-blocks,0,-10
CAB \textsc{Slope},7.164782916150303e-06,0.1077816486358642,page-blocks,0,-10
CAB \ensuremath{\tt PAS{\text -}IF},0.0014581843067639,46.68985605239868,page-blocks,0,-10
DRos Original Tuning/Theory,9.107109711659207e-06,0.366713285446167,page-blocks,0,-10
DRos \ensuremath{\tt OCV_{IPS}},1.07369694884391e-05,6.676841020584106,page-blocks,0,-10
DRos \ensuremath{\tt OCV_{DR}},7.531419927006831e-06,9.695482969284058,page-blocks,0,-10
DRos \textsc{Slope},2.0151227735637576e-05,0.1188995838165283,page-blocks,0,-10
DRos \ensuremath{\tt PAS{\text -}IF},0.0001398536328753,20.045928716659542,page-blocks,0,-10
DRps Original Tuning/Theory,1.0187039340747097e-05,0.4317448139190674,page-blocks,0,-10
DRps \ensuremath{\tt OCV_{IPS}},1.0187039340747097e-05,4.950884580612183,page-blocks,0,-10
DRps \ensuremath{\tt OCV_{DR}},5.432440453464808e-06,7.227748155593872,page-blocks,0,-10
DRps \textsc{Slope},4.3403483247830286e-05,0.1425209045410156,page-blocks,0,-10
DRps \ensuremath{\tt PAS{\text -}IF},0.000135304617348,27.20189929008484,page-blocks,0,-10
IPS-$\lambda$ Original Tuning/Theory,1.979491571177033e-06,0.0789270401000976,page-blocks,0,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},1.987054272426145e-06,1.99996018409729,page-blocks,0,-10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},1.9679359490187026e-06,4.7280144691467285,page-blocks,0,-10
IPS-$\lambda$ \textsc{Slope},4.88239009915935e-05,0.1005318164825439,page-blocks,0,-10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.014998771190098,24.834444284439087,page-blocks,0,-10
GroupIPS \ensuremath{\tt OCV_{IPS}},0.0001146143727974,1.4861860275268557,page-blocks,0,-10
GroupIPS \ensuremath{\tt OCV_{DR}},0.0001146143727974,1.8372695446014404,page-blocks,0,-10
GroupIPS \textsc{Slope},0.0001328978272837,0.0499255657196044,page-blocks,0,-10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.0409846606363701,14.556064128875732,page-blocks,0,-10
Everything \ensuremath{\tt OCV_{IPS}},1.98195907705801e-06,30.8928701877594,page-blocks,0,-10
Everything \ensuremath{\tt OCV_{DR}},1.4956421192508633e-05,49.63406109809876,page-blocks,0,-10
Everything \ensuremath{\tt PAS{\text -}IF},0.0409846606363701,35.62343430519104,page-blocks,0,-10
TruncatedIPS Original Tuning/Theory,0.0016901298765992,0.002770185470581,page-blocks,-1,10
TruncatedIPS \ensuremath{\tt OCV_{IPS}},0.0016901298765992,1.81848669052124,page-blocks,-1,10
TruncatedIPS \ensuremath{\tt OCV_{DR}},0.0016901298765992,5.628920316696167,page-blocks,-1,10
TruncatedIPS \textsc{Slope},0.0016901298765992,0.0179295539855957,page-blocks,-1,10
TruncatedIPS \ensuremath{\tt PAS{\text -}IF},0.7694943361908161,26.574140071868896,page-blocks,-1,10
\textsc{Switch}-DR Original Tuning/Theory,0.0114039586085581,0.4444496631622314,page-blocks,-1,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{IPS}},0.0114495496652108,1.9149603843688965,page-blocks,-1,10
\textsc{Switch}-DR \ensuremath{\tt OCV_{DR}},0.0113868146817935,5.999796390533447,page-blocks,-1,10
\textsc{Switch}-DR \textsc{Slope},0.0114494146241533,0.3065519332885742,page-blocks,-1,10
\textsc{Switch}-DR \ensuremath{\tt PAS{\text -}IF},0.0114635416306885,14.67494773864746,page-blocks,-1,10
CAB \ensuremath{\tt OCV_{IPS}},0.0016739545920498,3.6506757736206055,page-blocks,-1,10
CAB \ensuremath{\tt OCV_{DR}},0.0016507181276745,4.767648220062256,page-blocks,-1,10
CAB \textsc{Slope},0.0016820096674586,0.1275508403778076,page-blocks,-1,10
CAB \ensuremath{\tt PAS{\text -}IF},0.0006124390388212,39.37197589874268,page-blocks,-1,10
DRos Original Tuning/Theory,0.0003030274845588,0.3237178325653076,page-blocks,-1,10
DRos \ensuremath{\tt OCV_{IPS}},0.0003030274845588,3.850189924240112,page-blocks,-1,10
DRos \ensuremath{\tt OCV_{DR}},0.0003030274845588,8.65789270401001,page-blocks,-1,10
DRos \textsc{Slope},0.0021381424985659,0.0703294277191162,page-blocks,-1,10
DRos \ensuremath{\tt PAS{\text -}IF},0.0114494906541016,31.68760108947754,page-blocks,-1,10
DRps Original Tuning/Theory,0.0067493359954685,0.355764627456665,page-blocks,-1,10
DRps \ensuremath{\tt OCV_{IPS}},0.0112875492105227,3.188764810562134,page-blocks,-1,10
DRps \ensuremath{\tt OCV_{DR}},0.0079885136098868,6.556729078292847,page-blocks,-1,10
DRps \textsc{Slope},0.0101268476545515,0.0639557838439941,page-blocks,-1,10
DRps \ensuremath{\tt PAS{\text -}IF},0.0114156202762176,23.266642093658447,page-blocks,-1,10
IPS-$\lambda$ Original Tuning/Theory,0.0007347390189456,0.1414463520050048,page-blocks,-1,10
IPS-$\lambda$ \ensuremath{\tt OCV_{IPS}},0.00069247628517,2.633060932159424,page-blocks,-1,10
IPS-$\lambda$ \ensuremath{\tt OCV_{DR}},0.0002236606439666,7.108145236968994,page-blocks,-1,10
IPS-$\lambda$ \textsc{Slope},0.0216628417466154,0.0874416828155517,page-blocks,-1,10
IPS-$\lambda$ \ensuremath{\tt PAS{\text -}IF},0.7560717693665324,29.88010096549988,page-blocks,-1,10
GroupIPS \ensuremath{\tt OCV_{IPS}},2.302959338927927e-05,0.7453486919403076,page-blocks,-1,10
GroupIPS \ensuremath{\tt OCV_{DR}},2.302959338927927e-05,1.355804204940796,page-blocks,-1,10
GroupIPS \textsc{Slope},5.178349973848951e-05,0.0429236888885498,page-blocks,-1,10
GroupIPS \ensuremath{\tt PAS{\text -}IF},0.4244838864947897,17.092265605926514,page-blocks,-1,10
Everything \ensuremath{\tt OCV_{IPS}},0.0015742164258563,15.314878463745115,page-blocks,-1,10
