Estimator,MSE,seconds,regret,dataset.eval_model_split
\textsc{Slope},4.622698499214462e-05,0.0025818347930908,0.0,200
\ensuremath{\tt PAS{\text -}IF},0.0099636811193103,4.780763149261475,0.0099174541343182,200
IPS,9.493069013030338e-05,0.0012998580932617,8.036671892710606e-06,500
DM,8.689401823759278e-05,0.0065484046936035,0.0,500
DR,0.0002448314866378,0.0015532970428466,0.0001579374684002,500
\ensuremath{\tt OCV_{IPS}},9.493069013030338e-05,0.1860671043395996,8.036671892710606e-06,500
\ensuremath{\tt OCV_{DR}},9.493069013030338e-05,0.3614916801452636,8.036671892710606e-06,500
\textsc{Slope},8.689401823759278e-05,0.01125168800354,0.0,500
\ensuremath{\tt PAS{\text -}IF},9.493069013030338e-05,5.598019123077393,8.036671892710606e-06,500
IPS,4.877011610336077e-06,0.0007328987121582,0.0,1000
DM,0.0036304796367616,0.0039560794830322,0.0036256026251512,1000
DR,0.0005327869670762,0.0012943744659423,0.0005279099554659,1000
\ensuremath{\tt OCV_{IPS}},4.877011610336077e-06,0.2856767177581787,0.0,1000
\ensuremath{\tt OCV_{DR}},0.0005327869670762,1.0486788749694824,0.0005279099554659,1000
\textsc{Slope},0.0005327869670762,0.0471436977386474,0.0005279099554659,1000
\ensuremath{\tt PAS{\text -}IF},0.0036304796367616,8.278046369552612,0.0036256026251512,1000
IPS,7.007560261725694e-05,0.001173973083496,1.761024389237912e-05,2000
DM,0.0012809549015144,0.0047914981842041,0.0012284895427895,2000
DR,5.246535872487782e-05,0.0020232200622558,0.0,2000
\ensuremath{\tt OCV_{IPS}},5.246535872487782e-05,0.1838808059692382,0.0,2000
\ensuremath{\tt OCV_{DR}},5.246535872487782e-05,0.2803187370300293,0.0,2000
\textsc{Slope},5.246535872487782e-05,0.0110721588134765,0.0,2000
\ensuremath{\tt PAS{\text -}IF},0.0012809549015144,10.972836256027222,0.0012284895427895,2000
IPS,4.6841429392114505e-06,0.0056135654449462,0.0,5000
DM,0.0021285186229755,0.0178987979888916,0.0021238344800363,5000
DR,6.513206673102629e-06,0.0068926811218261,1.8290637338911784e-06,5000
\ensuremath{\tt OCV_{IPS}},4.6841429392114505e-06,0.4126827716827392,0.0,5000
\ensuremath{\tt OCV_{DR}},4.6841429392114505e-06,0.7201170921325684,0.0,5000
\textsc{Slope},6.513206673102629e-06,0.0468432903289794,1.8290637338911784e-06,5000
\ensuremath{\tt PAS{\text -}IF},0.0021285186229755,15.619045972824097,0.0021238344800363,5000
IPS,0.0031943478106577,0.0014357566833496,0.0,10
DM,0.0087660263670589,0.0017271041870117,0.0055716785564012,10
DR,0.0087624884652851,0.0032494068145751,0.0055681406546274,10
\ensuremath{\tt OCV_{IPS}},0.0031943478106577,0.1060748100280761,0.0,10
\ensuremath{\tt OCV_{DR}},0.0031943478106577,0.0843217372894287,0.0,10
\textsc{Slope},0.0031943478106577,0.0032072067260742,0.0,10
\ensuremath{\tt PAS{\text -}IF},0.0031943478106577,3.985989570617676,0.0,10
IPS,0.0003094910366637,0.0003457069396972,0.0,20
DM,0.0818497730807111,0.0017383098602294,0.0815402820440473,20
DR,0.0818463124887016,0.00050950050354,0.0815368214520378,20
\ensuremath{\tt OCV_{IPS}},0.0003094910366637,0.0373218059539794,0.0,20
\ensuremath{\tt OCV_{DR}},0.0818463124887016,0.063058853149414,0.0815368214520378,20
\textsc{Slope},0.0003094910366637,0.0022356510162353,0.0,20
\ensuremath{\tt PAS{\text -}IF},0.0818463124887016,3.889272689819336,0.0815368214520378,20
IPS,0.0008704760046098,0.0003333091735839,0.0008681179917304,50
DM,2.3580128793702906e-06,0.0024616718292236,0.0,50
DR,2.527295145805908e-06,0.0006089210510253,1.6928226643561724e-07,50
\ensuremath{\tt OCV_{IPS}},0.0008704760046098,0.0577442646026611,0.0008681179917304,50
\ensuremath{\tt OCV_{DR}},0.0008704760046098,0.0888607501983642,0.0008681179917304,50
\textsc{Slope},2.3580128793702906e-06,0.00307297706604,0.0,50
\ensuremath{\tt PAS{\text -}IF},0.0008704760046098,4.644643068313599,0.0008681179917304,50
IPS,0.0004101833761866,0.0006036758422851,0.0,100
DM,0.014107106154147,0.0055406093597412,0.0136969227779604,100
DR,0.0140989615189032,0.0008959770202636,0.0136887781427165,100
\ensuremath{\tt OCV_{IPS}},0.0004101833761866,0.1264042854309082,0.0,100
\ensuremath{\tt OCV_{DR}},0.014107106154147,0.2729940414428711,0.0136969227779604,100
\textsc{Slope},0.0004101833761866,0.0044305324554443,0.0,100
\ensuremath{\tt PAS{\text -}IF},0.014107106154147,4.841052532196045,0.0136969227779604,100
IPS,5.005044154553558e-07,0.0006482601165771,0.0,200
DM,0.0001320109498698,0.0058140754699707,0.0001315104454543,200
DR,0.0001234503448714,0.0015199184417724,0.0001229498404559,200
\ensuremath{\tt OCV_{IPS}},5.005044154553558e-07,0.1507983207702636,0.0,200
\ensuremath{\tt OCV_{DR}},5.005044154553558e-07,0.3078014850616455,0.0,200
\textsc{Slope},0.0001320109498698,0.0069985389709472,0.0001315104454543,200
\ensuremath{\tt PAS{\text -}IF},5.005044154553558e-07,4.6958167552948,0.0,200
IPS,3.5121880694628093e-06,0.0005619525909423,0.0,500
DM,0.0015091252915962,0.0038025379180908,0.0015056131035268,500
DR,0.0001820206456895,0.0010614395141601,0.00017850845762,500
\ensuremath{\tt OCV_{IPS}},3.5121880694628093e-06,0.0974886417388916,0.0,500
\ensuremath{\tt OCV_{DR}},0.0001820206456895,0.1777637004852295,0.00017850845762,500
\textsc{Slope},0.0001820206456895,0.0053281784057617,0.00017850845762,500
\ensuremath{\tt PAS{\text -}IF},0.0015091252915962,5.2556352615356445,0.0015056131035268,500
IPS,2.614311426206589e-06,0.0012121200561523,0.0,1000
DM,0.0018995223100212,0.0177626609802246,0.0018969079985949,1000
DR,4.304218743944941e-05,0.00175142288208,4.042787601324282e-05,1000
\ensuremath{\tt OCV_{IPS}},2.614311426206589e-06,0.3947141170501709,0.0,1000
\ensuremath{\tt OCV_{DR}},4.304218743944941e-05,0.6929633617401123,4.042787601324282e-05,1000
\textsc{Slope},4.304218743944941e-05,0.0259873867034912,4.042787601324282e-05,1000
\ensuremath{\tt PAS{\text -}IF},0.0018995223100212,8.7393217086792,0.0018969079985949,1000
IPS,5.681351809170521e-06,0.0012011528015136,0.0,2000
DM,0.0021546277984549,0.0065512657165527,0.0021489464466457,2000
DR,5.564856496116856e-05,0.0021586418151855,4.996721315199804e-05,2000
\ensuremath{\tt OCV_{IPS}},5.681351809170521e-06,0.1274645328521728,0.0,2000
\ensuremath{\tt OCV_{DR}},5.681351809170521e-06,0.2551712989807129,0.0,2000
\textsc{Slope},5.564856496116856e-05,0.0118689537048339,4.996721315199804e-05,2000
\ensuremath{\tt PAS{\text -}IF},0.0021546277984549,12.449013948440552,0.0021489464466457,2000
IPS,1.095225080950245e-06,0.0024452209472656,0.0,5000
DM,0.0019157882266369,0.0083365440368652,0.0019146930015559,5000
DR,4.685884063543632e-06,0.0066499710083007,3.590658982593387e-06,5000
\ensuremath{\tt OCV_{IPS}},1.095225080950245e-06,0.3076119422912597,0.0,5000
\ensuremath{\tt OCV_{DR}},1.095225080950245e-06,0.4613773822784424,0.0,5000
\textsc{Slope},4.685884063543632e-06,0.0309622287750244,3.590658982593387e-06,5000
\ensuremath{\tt PAS{\text -}IF},0.0019157882266369,14.727821350097656,0.0019146930015559,5000
IPS,0.0005552298813019,0.0002751350402832,0.0,10
DM,0.0007491230823877,0.001596450805664,0.0001938932010857,10
DR,0.0007486834140834,0.0004470348358154,0.0001934535327815,10
\ensuremath{\tt OCV_{IPS}},0.0005552298813019,0.0260519981384277,0.0,10
\ensuremath{\tt OCV_{DR}},0.0005552298813019,0.0378906726837158,0.0,10
\textsc{Slope},0.0007491230823877,0.0022890567779541,0.0001938932010857,10
\ensuremath{\tt PAS{\text -}IF},0.0007491230823877,3.9619996547698975,0.0001938932010857,10
IPS,2.2205135389513397e-05,0.0003206729888916,0.0,20
DM,0.095153964236661,0.0011844635009765,0.0951317591012715,20
DR,0.0951514071821868,0.0004405975341796,0.0951292020467973,20
\ensuremath{\tt OCV_{IPS}},2.2205135389513397e-05,0.0319149494171142,0.0,20
\ensuremath{\tt OCV_{DR}},0.095153964236661,0.0440614223480224,0.0951317591012715,20
\textsc{Slope},2.2205135389513397e-05,0.0017242431640625,0.0,20
\ensuremath{\tt PAS{\text -}IF},0.0951514071821868,3.8622002601623535,0.0951292020467973,20
IPS,2.0764442038029666e-06,0.0003106594085693,0.0,50
DM,0.0041681762125545,0.0029070377349853,0.0041660997683507,50
DR,0.0041626087106123,0.0006377696990966,0.0041605322664085,50
\ensuremath{\tt OCV_{IPS}},2.0764442038029666e-06,0.0541989803314209,0.0,50
\ensuremath{\tt OCV_{DR}},2.0764442038029666e-06,0.1035120487213134,0.0,50
\textsc{Slope},0.0041681762125545,0.0031948089599609,0.0041660997683507,50
\ensuremath{\tt PAS{\text -}IF},0.0041681762125545,4.372994422912598,0.0041660997683507,50
IPS,5.3331649829142605e-05,0.0003774166107177,0.0,100
DM,0.0061140450372883,0.0021224021911621,0.0060607133874591,100
DR,0.0061099936841961,0.0005915164947509,0.0060566620343669,100
\ensuremath{\tt OCV_{IPS}},5.3331649829142605e-05,0.0855095386505127,0.0,100
\ensuremath{\tt OCV_{DR}},5.3331649829142605e-05,0.2126719951629638,0.0,100
\textsc{Slope},5.3331649829142605e-05,0.005814790725708,0.0,100
\ensuremath{\tt PAS{\text -}IF},0.0061140450372883,3.9718620777130127,0.0060607133874591,100
IPS,1.9706712112399055e-05,0.0010478496551513,1.952225394176601e-05,200
DM,3.582152616618197e-06,0.0059101581573486,3.397694445985148e-06,200
DR,1.844581706330496e-07,0.0058135986328125,0.0,200
\ensuremath{\tt OCV_{IPS}},1.9706712112399055e-05,0.2340719699859619,1.952225394176601e-05,200
\ensuremath{\tt OCV_{DR}},1.9706712112399055e-05,0.3188903331756592,1.952225394176601e-05,200
\textsc{Slope},3.582152616618197e-06,0.0071401596069335,3.397694445985148e-06,200
\ensuremath{\tt PAS{\text -}IF},1.9706712112399055e-05,3.890310049057007,1.952225394176601e-05,200
IPS,0.000146906748082,0.0016970634460449,0.0,500
DM,0.0029842748568235,0.0036516189575195,0.0028373681087414,500
DR,0.0009506160175852,0.0010414123535156,0.0008037092695031,500
\ensuremath{\tt OCV_{IPS}},0.000146906748082,0.0887513160705566,0.0,500
\ensuremath{\tt OCV_{DR}},0.000146906748082,0.1799459457397461,0.0,500
\textsc{Slope},0.000146906748082,0.0035798549652099,0.0,500
\ensuremath{\tt PAS{\text -}IF},0.0029842748568235,5.942459344863892,0.0028373681087414,500
IPS,6.679611589746967e-05,0.0011811256408691,5.137166587410744e-05,1000
DM,0.0010244804708043,0.0071766376495361,0.001009056020781,1000
DR,1.542445002336223e-05,0.0023214817047119,0.0,1000
\ensuremath{\tt OCV_{IPS}},6.679611589746967e-05,0.210176944732666,5.137166587410744e-05,1000
\ensuremath{\tt OCV_{DR}},1.542445002336223e-05,0.3731565475463867,0.0,1000
\textsc{Slope},1.542445002336223e-05,0.0242843627929687,0.0,1000
\ensuremath{\tt PAS{\text -}IF},0.0010244804708043,10.441628217697144,0.001009056020781,1000
IPS,2.2505023482577677e-06,0.0018298625946044,0.0,2000
DM,0.0021970207767234,0.0135366916656494,0.0021947702743751,2000
DR,3.077038250859979e-05,0.0019598007202148,2.8519880160342025e-05,2000
\ensuremath{\tt OCV_{IPS}},2.2505023482577677e-06,0.1839804649353027,0.0,2000
\ensuremath{\tt OCV_{DR}},3.077038250859979e-05,0.3352413177490234,2.8519880160342025e-05,2000
\textsc{Slope},3.077038250859979e-05,0.016270637512207,2.8519880160342025e-05,2000
\ensuremath{\tt PAS{\text -}IF},0.0021970207767234,11.307635068893433,0.0021947702743751,2000
IPS,1.2891731499507714e-07,0.0025820732116699,0.0,5000
DM,0.0020267130884009,0.0095376968383789,0.0020265841710859,5000
DR,7.613016631974962e-06,0.0042707920074462,7.484099316979885e-06,5000
\ensuremath{\tt OCV_{IPS}},7.613016631974962e-06,0.2270183563232422,7.484099316979885e-06,5000
\ensuremath{\tt OCV_{DR}},7.613016631974962e-06,0.3798680305480957,7.484099316979885e-06,5000
\textsc{Slope},7.613016631974962e-06,0.0238494873046875,7.484099316979885e-06,5000
\ensuremath{\tt PAS{\text -}IF},0.0020267130884009,14.852791547775269,0.0020265841710859,5000
IPS,0.000733151451257,0.0003087520599365,0.0,10
DM,0.0918703568057486,0.0008676052093505,0.0911372053544916,10
DR,0.0918697423313134,0.0003864765167236,0.0911365908800563,10
\ensuremath{\tt OCV_{IPS}},0.0918703568057486,0.0266315937042236,0.0911372053544916,10
\ensuremath{\tt OCV_{DR}},0.000733151451257,0.0334174633026123,0.0,10
\textsc{Slope},0.000733151451257,0.0016546249389648,0.0,10
\ensuremath{\tt PAS{\text -}IF},0.000733151451257,4.682321548461914,0.0,10
IPS,0.0033012845533278,0.0002896785736083,0.0033009795283283,20
DM,3.368607369807452e-07,0.0024325847625732,3.1835737482247455e-08,20
DR,3.050249994984977e-07,0.0005476474761962,0.0,20
\ensuremath{\tt OCV_{IPS}},0.0033012845533278,0.027909517288208,0.0033009795283283,20
\ensuremath{\tt OCV_{DR}},0.0033012845533278,0.0642614364624023,0.0033009795283283,20
\textsc{Slope},3.368607369807452e-07,0.002854585647583,3.1835737482247455e-08,20
\ensuremath{\tt PAS{\text -}IF},3.368607369807452e-07,3.7199740409851074,3.1835737482247455e-08,20
IPS,3.403834621171529e-05,0.0003061294555664,0.0,50
DM,0.0020885587862751,0.0026061534881591,0.0020545204400634,50
DR,0.0020892468589372,0.0097503662109375,0.0020552085127255,50
\ensuremath{\tt OCV_{IPS}},3.403834621171529e-05,0.3103723526000976,0.0,50
\ensuremath{\tt OCV_{DR}},0.0020892468589372,0.5473587512969971,0.0020552085127255,50
\textsc{Slope},0.0020885587862751,0.0318355560302734,0.0020545204400634,50
\ensuremath{\tt PAS{\text -}IF},0.0020885587862751,4.782665252685547,0.0020545204400634,50
IPS,0.0008770525193107,0.0003437995910644,0.0,100
DM,0.0078413741895125,0.002981424331665,0.0069643216702017,100
DR,0.0078356732967225,0.0006735324859619,0.0069586207774118,100
\ensuremath{\tt OCV_{IPS}},0.0008770525193107,0.0907795429229736,0.0,100
\ensuremath{\tt OCV_{DR}},0.0078356732967225,0.130234956741333,0.0069586207774118,100
\textsc{Slope},0.0008770525193107,0.0022895336151123,0.0,100
\ensuremath{\tt PAS{\text -}IF},0.0078413741895125,4.446945667266846,0.0069643216702017,100
IPS,5.320154796689312e-06,0.0003783702850341,0.0,200
DM,0.0120992320925622,0.0032424926757812,0.0120939119377655,200
DR,0.0118323459380075,0.0007228851318359,0.0118270257832108,200
\ensuremath{\tt OCV_{IPS}},5.320154796689312e-06,0.0759811401367187,0.0,200
\ensuremath{\tt OCV_{DR}},5.320154796689312e-06,0.2176451683044433,0.0,200
\textsc{Slope},5.320154796689312e-06,0.0049965381622314,0.0,200
\ensuremath{\tt PAS{\text -}IF},0.0120992320925622,5.318072319030762,0.0120939119377655,200
IPS,4.749367582188055e-06,0.0005326271057128,0.0,500
DM,0.0010561023566231,0.0034170150756835,0.0010513529890409,500
DR,7.630304547889443e-05,0.0009512901306152,7.155367789670638e-05,500
\ensuremath{\tt OCV_{IPS}},4.749367582188055e-06,0.0837118625640869,0.0,500
\ensuremath{\tt OCV_{DR}},4.749367582188055e-06,0.2854797840118408,0.0,500
\textsc{Slope},7.630304547889443e-05,0.0053217411041259,7.155367789670638e-05,500
\ensuremath{\tt PAS{\text -}IF},0.0010561023566231,5.084884881973267,0.0010513529890409,500
IPS,2.153942610562897e-05,0.0007555484771728,0.0,1000
DM,0.0022955229003828,0.0040061473846435,0.0022739834742772,1000
DR,0.0002830541797405,0.0013985633850097,0.0002615147536349,1000
\ensuremath{\tt OCV_{IPS}},2.153942610562897e-05,0.0973305702209472,0.0,1000
\ensuremath{\tt OCV_{DR}},2.153942610562897e-05,0.1906940937042236,0.0,1000
\textsc{Slope},0.0002830541797405,0.007246971130371,0.0002615147536349,1000
\ensuremath{\tt PAS{\text -}IF},0.0022955229003828,6.674201011657715,0.0022739834742772,1000
IPS,5.724569841494832e-05,0.0012283325195312,0.0,2000
DM,0.0035437003680518,0.0050694942474365,0.0034864546696369,2000
DR,0.0002490368425497,0.0021867752075195,0.0001917911441347,2000
\ensuremath{\tt OCV_{IPS}},5.724569841494832e-05,0.2167944908142089,0.0,2000
\ensuremath{\tt OCV_{DR}},0.0002490368425497,0.466200590133667,0.0001917911441347,2000
\textsc{Slope},0.0002490368425497,0.0229260921478271,0.0001917911441347,2000
\ensuremath{\tt PAS{\text -}IF},0.0035437003680518,12.631051540374756,0.0034864546696369,2000
IPS,9.908670830114388e-06,0.0024645328521728,0.0,5000
DM,0.0020319793448879,0.0348246097564697,0.0020220706740578,5000
DR,1.1033292623452292e-05,0.0041308403015136,1.1246217933379045e-06,5000
\ensuremath{\tt OCV_{IPS}},9.908670830114388e-06,0.5934016704559326,0.0,5000
\ensuremath{\tt OCV_{DR}},9.908670830114388e-06,1.0815436840057373,0.0,5000
\textsc{Slope},1.1033292623452292e-05,0.0458123683929443,1.1246217933379045e-06,5000
\ensuremath{\tt PAS{\text -}IF},0.0020319793448879,16.53920555114746,0.0020220706740578,5000
IPS,0.0024513782988392,0.0005292892456054,0.0007806957220823,10
DM,0.0016706825767569,0.0009036064147949,0.0,10
DR,0.0016709705651612,0.0005867481231689,2.8798840429858537e-07,10
\ensuremath{\tt OCV_{IPS}},0.0016706825767569,0.0581347942352294,0.0,10
\ensuremath{\tt OCV_{DR}},0.0024513782988392,0.0667316913604736,0.0007806957220823,10
\textsc{Slope},0.0016706825767569,0.0037240982055664,0.0,10
\ensuremath{\tt PAS{\text -}IF},0.0016706825767569,3.8420584201812735,0.0,10
IPS,0.0002635886969513,0.0003302097320556,0.0,20
DM,0.0040826257389769,0.0024003982543945,0.0038190370420255,20
DR,0.0040815365198264,0.0006191730499267,0.0038179478228751,20
\ensuremath{\tt OCV_{IPS}},0.0002635886969513,0.0425362586975097,0.0,20
\ensuremath{\tt OCV_{DR}},0.0040815365198264,0.0636763572692871,0.0038179478228751,20
\textsc{Slope},0.0040826257389769,0.0029916763305664,0.0038190370420255,20
\ensuremath{\tt PAS{\text -}IF},0.0002635886969513,4.0473313331604,0.0,20
IPS,0.000225934936528,0.0003464221954345,0.0,50
DM,0.0182803729702316,0.0029749870300292,0.0180544380337035,50
DR,0.0182770532090405,0.0006606578826904,0.0180511182725124,50
\ensuremath{\tt OCV_{IPS}},0.000225934936528,0.0573606491088867,0.0,50
\ensuremath{\tt OCV_{DR}},0.0182803729702316,0.1125717163085937,0.0180544380337035,50
\textsc{Slope},0.0182803729702316,0.0034306049346923,0.0180544380337035,50
\ensuremath{\tt PAS{\text -}IF},0.0182770532090405,3.979371309280396,0.0180511182725124,50
IPS,0.0001271824349395,0.0006239414215087,0.0,100
DM,0.0057000049518009,0.0058193206787109,0.0055728225168614,100
DR,0.0056903764352383,0.0009386539459228,0.0055631940002988,100
\ensuremath{\tt OCV_{IPS}},0.0001271824349395,0.1382129192352295,0.0,100
\ensuremath{\tt OCV_{DR}},0.0057000049518009,0.2797412872314453,0.0055728225168614,100
\textsc{Slope},0.0001271824349395,0.0055971145629882,0.0,100
\ensuremath{\tt PAS{\text -}IF},0.0057000049518009,5.085726261138916,0.0055728225168614,100
IPS,3.792117299128784e-07,0.0003790855407714,0.0,200
DM,0.0109543524236108,0.0031273365020751,0.0109539732118809,200
DR,0.0111452230690306,0.0007534027099609,0.0111448438573007,200
\ensuremath{\tt OCV_{IPS}},3.792117299128784e-07,0.0755233764648437,0.0,200
\ensuremath{\tt OCV_{DR}},3.792117299128784e-07,0.1729145050048828,0.0,200
\textsc{Slope},3.792117299128784e-07,0.0025932788848876,0.0,200
\ensuremath{\tt PAS{\text -}IF},3.792117299128784e-07,4.438212871551514,0.0,200
IPS,4.246116813943383e-05,0.0005161762237548,0.0,500
DM,0.0008734568526295,0.003563642501831,0.00083099568449,500
DR,6.660228401633532e-05,0.0009572505950927,2.414111587690149e-05,500
\ensuremath{\tt OCV_{IPS}},4.246116813943383e-05,0.1791961193084716,0.0,500
\ensuremath{\tt OCV_{DR}},4.246116813943383e-05,0.2078914642333984,0.0,500
\textsc{Slope},0.0008734568526295,0.0049254894256591,0.00083099568449,500
\ensuremath{\tt PAS{\text -}IF},0.0008734568526295,5.552613496780396,0.00083099568449,500
IPS,5.73475985767539e-05,0.0007281303405761,0.0,1000
DM,0.0028011227831744,0.0039927959442138,0.0027437751845976,1000
DR,0.0002509257177623,0.0012989044189453,0.0001935781191856,1000
\ensuremath{\tt OCV_{IPS}},5.73475985767539e-05,0.1203784942626953,0.0,1000
\ensuremath{\tt OCV_{DR}},5.73475985767539e-05,0.1932935714721679,0.0,1000
\textsc{Slope},0.0002509257177623,0.0087745189666748,0.0001935781191856,1000
\ensuremath{\tt PAS{\text -}IF},0.0028011227831744,7.694055795669556,0.0027437751845976,1000
IPS,8.771807921069066e-05,0.001152753829956,2.3468128082095968e-05,2000
DM,0.0024703577132469,0.004770278930664,0.0024061077621183,2000
DR,6.42499511285947e-05,0.0035603046417236,0.0,2000
\ensuremath{\tt OCV_{IPS}},8.771807921069066e-05,0.1252748966217041,2.3468128082095968e-05,2000
\ensuremath{\tt OCV_{DR}},6.42499511285947e-05,0.3645675182342529,0.0,2000
\textsc{Slope},8.771807921069066e-05,0.0084967613220214,2.3468128082095968e-05,2000
\ensuremath{\tt PAS{\text -}IF},0.0024703577132469,9.173033714294434,0.0024061077621183,2000
IPS,6.3134762856703055e-06,0.0026907920837402,0.0,5000
DM,0.001973460409584,0.0091915130615234,0.0019671469332984,5000
DR,1.1658651173745072e-05,0.0043458938598632,5.345174888074766e-06,5000
\ensuremath{\tt OCV_{IPS}},6.3134762856703055e-06,0.2126448154449463,0.0,5000
\ensuremath{\tt OCV_{DR}},6.3134762856703055e-06,0.3833379745483398,0.0,5000
\textsc{Slope},1.1658651173745072e-05,0.0243256092071533,5.345174888074766e-06,5000
\ensuremath{\tt PAS{\text -}IF},0.001973460409584,12.048551082611084,0.0019671469332984,5000
IPS,0.0019837280928453,0.0005238056182861,0.0,10
DM,0.0641581605003469,0.0013163089752197,0.0621744324075016,10
DR,0.0641558601569243,0.0006544589996337,0.0621721320640789,10
\ensuremath{\tt OCV_{IPS}},0.0019837280928453,0.0409448146820068,0.0,10
\ensuremath{\tt OCV_{DR}},0.0019837280928453,0.0769119262695312,0.0,10
\textsc{Slope},0.0019837280928453,0.0031731128692626,0.0,10
\ensuremath{\tt PAS{\text -}IF},0.0019837280928453,3.490612268447876,0.0,10
IPS,0.0003438868613335,0.0003187656402587,0.0001865036326852,20
DM,0.0001573832286482,0.0021095275878906,0.0,20
DR,0.0001575505882064,0.0005292892456054,1.673595582512015e-07,20
\ensuremath{\tt OCV_{IPS}},0.0003438868613335,0.0461454391479492,0.0001865036326852,20
\ensuremath{\tt OCV_{DR}},0.0003438868613335,0.0762133598327636,0.0001865036326852,20
\textsc{Slope},0.0001573832286482,0.0027797222137451,0.0,20
\ensuremath{\tt PAS{\text -}IF},0.0001575505882064,3.7440266609191895,1.673595582512015e-07,20
IPS,2.45822077105194e-06,0.0003390312194824,0.0,50
DM,0.0025922486635814,0.0025057792663574,0.0025897904428103,50
DR,0.0025966483121501,0.0009706020355224,0.0025941900913791,50
\ensuremath{\tt OCV_{IPS}},2.45822077105194e-06,0.0712206363677978,0.0,50
\ensuremath{\tt OCV_{DR}},2.45822077105194e-06,0.1150619983673095,0.0,50
\textsc{Slope},0.0025922486635814,0.0030713081359863,0.0025897904428103,50
\ensuremath{\tt PAS{\text -}IF},0.0025922486635814,4.008161306381226,0.0025897904428103,50
IPS,4.669887656566774e-06,0.0003881454467773,0.0,100
DM,0.0001367359249226,0.0030982494354248,0.0001320660372661,100
DR,0.0001379417301006,0.0007336139678955,0.000133271842444,100
\ensuremath{\tt OCV_{IPS}},4.669887656566774e-06,0.0784723758697509,0.0,100
\ensuremath{\tt OCV_{DR}},4.669887656566774e-06,0.1424434185028076,0.0,100
\textsc{Slope},0.0001367359249226,0.0038211345672607,0.0001320660372661,100
\ensuremath{\tt PAS{\text -}IF},0.0001367359249226,3.767622232437134,0.0001320660372661,100
IPS,7.129021996604932e-06,0.0004210472106933,0.0,200
DM,0.0023656910105469,0.0032293796539306,0.0023585619885503,200
DR,0.0024271848074928,0.0007669925689697,0.0024200557854962,200
\ensuremath{\tt OCV_{IPS}},7.129021996604932e-06,0.0917475223541259,0.0,200
\ensuremath{\tt OCV_{DR}},7.129021996604932e-06,0.1530981063842773,0.0,200
\textsc{Slope},0.0023656910105469,0.0039374828338623,0.0023585619885503,200
\ensuremath{\tt PAS{\text -}IF},7.129021996604932e-06,5.786070346832275,0.0,200
IPS,2.8936642571794665e-05,0.0013437271118164,2.7398597778696732e-05,500
DM,1.53804479309793e-06,0.0069887638092041,0.0,500
DR,0.00059348440592,0.0018644332885742,0.0005919463611269,500
\ensuremath{\tt OCV_{IPS}},2.8936642571794665e-05,0.1663515567779541,2.7398597778696732e-05,500
\ensuremath{\tt OCV_{DR}},2.8936642571794665e-05,0.3350093364715576,2.7398597778696732e-05,500
\textsc{Slope},1.53804479309793e-06,0.0095777511596679,0.0,500
\ensuremath{\tt PAS{\text -}IF},1.53804479309793e-06,5.394359350204468,0.0,500
IPS,1.1187147461962268e-05,0.0012381076812744,0.0,1000
DM,0.0008341199374354,0.0074598789215087,0.0008229327899734,1000
DR,1.1576692253921211e-05,0.0017824172973632,3.895447919589436e-07,1000
\ensuremath{\tt OCV_{IPS}},1.1187147461962268e-05,0.2046751976013183,0.0,1000
\ensuremath{\tt OCV_{DR}},1.1187147461962268e-05,0.3725290298461914,0.0,1000
\textsc{Slope},1.1576692253921211e-05,0.0142388343811035,3.895447919589436e-07,1000
\ensuremath{\tt PAS{\text -}IF},0.0008341199374354,13.699161529541016,0.0008229327899734,1000
IPS,1.3315503080971952e-05,0.0018482208251953,1.331082869817528e-05,2000
DM,0.0014856471330294,0.0089397430419921,0.0014856424586466,2000
DR,4.674382796671258e-09,0.0026071071624755,0.0,2000
\ensuremath{\tt OCV_{IPS}},1.3315503080971952e-05,0.2637381553649902,1.331082869817528e-05,2000
\ensuremath{\tt OCV_{DR}},4.674382796671258e-09,0.464860200881958,0.0,2000
\textsc{Slope},4.674382796671258e-09,0.0246744155883789,0.0,2000
\ensuremath{\tt PAS{\text -}IF},0.0014856471330294,11.210119247436523,0.0014856424586466,2000
IPS,1.8808957207764465e-07,0.0043060779571533,0.0,5000
DM,0.0022830150822706,0.0161337852478027,0.0022828269926985,5000
DR,7.676128898831244e-06,0.005479097366333,7.488039326753599e-06,5000
\ensuremath{\tt OCV_{IPS}},1.8808957207764465e-07,0.2570106983184814,0.0,5000
\ensuremath{\tt OCV_{DR}},1.8808957207764465e-07,0.4692087173461914,0.0,5000
\textsc{Slope},7.676128898831244e-06,0.0229747295379638,7.488039326753599e-06,5000
\ensuremath{\tt PAS{\text -}IF},0.0022830150822706,15.294043064117432,0.0022828269926985,5000
IPS,0.0002946519954959,0.0002760887145996,0.0,10
DM,0.0379112531564389,0.0007703304290771,0.037616601160943,10
DR,0.0379109106154611,0.0003550052642822,0.0376162586199652,10
\ensuremath{\tt OCV_{IPS}},0.0379109106154611,0.0202333927154541,0.0376162586199652,10
\ensuremath{\tt OCV_{DR}},0.0002946519954959,0.0343036651611328,0.0,10
\textsc{Slope},0.0002946519954959,0.004432201385498,0.0,10
\ensuremath{\tt PAS{\text -}IF},0.0379112531564389,4.279850959777832,0.037616601160943,10
