Estimator,MSE,seconds,"dataset.kwargs[""dataset""]"
DR,0.00043420614899814935,0.0060083866119384766,pendigits
\ensuremath{\tt OCV_{DM}},0.0495214699753319,0.29727625846862793,pendigits
IPS,0.0004649835349086357,0.0013086795806884766,satimage
DM,0.012361415265787665,0.004952907562255859,satimage
DR,0.00010746508189823962,0.0024864673614501953,satimage
\ensuremath{\tt OCV_{DM}},0.012361415265787665,0.16338253021240234,satimage
IPS,0.001675275700959963,0.00032258033752441406,vehicle
DM,0.0035854203874968065,0.0019481182098388672,vehicle
DR,0.0006982011046534421,0.00045561790466308594,vehicle
\ensuremath{\tt OCV_{DM}},0.0035854203874968065,0.07526373863220215,vehicle
IPS,0.0056083392941076015,0.0004372596740722656,yeast
DM,0.007072102643679367,0.0025634765625,yeast
DR,0.004925369253225929,0.0009229183197021484,yeast
\ensuremath{\tt OCV_{DM}},0.007072102643679367,0.10442471504211426,yeast
IPS,0.0341329608015568,0.0005850791931152344,ecoli
DM,0.00171021137625586,0.0018455982208251953,ecoli
DR,0.0004613667789759801,0.0005154609680175781,ecoli
\ensuremath{\tt OCV_{DM}},0.00171021137625586,0.06053781509399414,ecoli
IPS,0.014790313063209137,0.0003707408905029297,glass
DM,0.0013009603504004208,0.0021059513092041016,glass
DR,0.00020695421698379725,0.00039315223693847656,glass
\ensuremath{\tt OCV_{DM}},0.00020695421698379725,0.06874680519104004,glass
IPS,0.004177035128100177,0.010229825973510742,letter
DM,0.151400322505887,0.022635936737060547,letter
DR,0.0019408001118638688,0.012005329132080078,letter
\ensuremath{\tt OCV_{DM}},0.151400322505887,0.6240963935852051,letter
IPS,0.00019273218611704963,0.0016231536865234375,optdigits
DM,0.022774555583454103,0.009263277053833008,optdigits
DR,0.0002288719785180662,0.004205226898193359,optdigits
\ensuremath{\tt OCV_{DM}},0.022774555583454103,0.30374789237976074,optdigits
IPS,9.92909415291021e-07,0.0008416175842285156,page-blocks
DM,0.0019940593185487545,0.0027184486389160156,page-blocks
DR,2.5878239405676736e-05,0.0011854171752929688,page-blocks
\ensuremath{\tt OCV_{DM}},0.0019940593185487545,0.10791563987731934,page-blocks
IPS,0.0005431272400898526,0.002308368682861328,pendigits
DM,0.04724811979758888,0.009390830993652344,pendigits
DR,2.481846057892347e-06,0.004064798355102539,pendigits
\ensuremath{\tt OCV_{DM}},0.04724811979758888,0.2604954242706299,pendigits
IPS,0.0008791575754204105,0.0010962486267089844,satimage
DM,0.013990983641885472,0.0038280487060546875,satimage
DR,8.825967756320696e-07,0.0020520687103271484,satimage
\ensuremath{\tt OCV_{DM}},0.013990983641885472,0.20046067237854004,satimage
IPS,7.104205650523752e-05,0.0003058910369873047,vehicle
DM,0.0026857881796441127,0.0015287399291992188,vehicle
DR,6.942125024056522e-06,0.0004668235778808594,vehicle
\ensuremath{\tt OCV_{DM}},0.0026857881796441127,0.07221007347106934,vehicle
IPS,0.004085357267740697,0.0004451274871826172,yeast
DM,0.00034531932749472293,0.0029659271240234375,yeast
DR,0.0004311198440107171,0.0007424354553222656,yeast
\ensuremath{\tt OCV_{DM}},0.00034531932749472293,0.09901690483093262,yeast
IPS,0.0006184178396545333,0.00034046173095703125,ecoli
DM,0.0017259253310860925,0.0017502307891845703,ecoli
DR,5.250035598870954e-05,0.0004513263702392578,ecoli
\ensuremath{\tt OCV_{DM}},0.0017259253310860925,0.05489611625671387,ecoli
IPS,0.038351631336276844,0.00022339820861816406,glass
DM,0.007353544948838669,0.0019037723541259766,glass
DR,0.003979835815076173,0.0003898143768310547,glass
\ensuremath{\tt OCV_{DM}},0.038351631336276844,0.08105850219726562,glass
IPS,5.961438291193961e-05,0.010759830474853516,letter
DM,0.1459025593725214,0.027900218963623047,letter
DR,0.0001128654561523111,0.01455831527709961,letter
\ensuremath{\tt OCV_{DM}},0.1459025593725214,0.6590433120727539,letter
IPS,0.003379735349306255,0.0015256404876708984,optdigits
DM,0.024006474221198774,0.010484933853149414,optdigits
DR,0.0010410033651087854,0.004233121871948242,optdigits
\ensuremath{\tt OCV_{DM}},0.024006474221198774,0.27293992042541504,optdigits
IPS,0.0004869984008478004,0.0008466243743896484,page-blocks
DM,0.0011948881790822925,0.0025789737701416016,page-blocks
DR,4.046460736960593e-05,0.0012428760528564453,page-blocks
\ensuremath{\tt OCV_{DM}},0.0011948881790822925,0.11365747451782227,page-blocks
IPS,1.417353954568586e-05,0.0019021034240722656,pendigits
DM,0.045063093566331654,0.0072176456451416016,pendigits
DR,1.7133160354406345e-05,0.0036344528198242188,pendigits
\ensuremath{\tt OCV_{DM}},0.045063093566331654,0.27416300773620605,pendigits
IPS,1.3072197877159734e-05,0.0010917186737060547,satimage
DM,0.01623753419040635,0.004054546356201172,satimage
DR,5.237576452686555e-05,0.0019588470458984375,satimage
\ensuremath{\tt OCV_{DM}},0.01623753419040635,0.17381978034973145,satimage
IPS,5.914740310859625e-07,0.0003058910369873047,vehicle
DM,0.00667964142862698,0.0015659332275390625,vehicle
DR,4.155228439195165e-06,0.0005152225494384766,vehicle
\ensuremath{\tt OCV_{DM}},0.00667964142862698,0.06788992881774902,vehicle
IPS,0.008558627061251513,0.00041556358337402344,yeast
DM,0.00028231052759005126,0.002672910690307617,yeast
DR,0.00024254382177134123,0.0006558895111083984,yeast
\ensuremath{\tt OCV_{DM}},0.00028231052759005126,0.09999775886535645,yeast
IPS,0.00348759284591033,0.0005509853363037109,ecoli
DM,0.00035876531239673656,0.0024106502532958984,ecoli
DR,0.0019636165297703114,0.0008673667907714844,ecoli
\ensuremath{\tt OCV_{DM}},0.00035876531239673656,0.06333088874816895,ecoli
IPS,0.00099415265780552,0.0002970695495605469,glass
DM,0.002852131714255901,0.0016987323760986328,glass
DR,6.660170347387765e-06,0.0004646778106689453,glass
\ensuremath{\tt OCV_{DM}},6.660170347387765e-06,0.06234312057495117,glass
IPS,0.0028345074181558476,0.010995864868164062,letter
DM,0.15076420941052424,0.029933691024780273,letter
DR,0.0018173596349523975,0.018527984619140625,letter
\ensuremath{\tt OCV_{DM}},0.15076420941052424,0.6418354511260986,letter
IPS,0.0022137232150337047,0.0016527175903320312,optdigits
DM,0.01724194222912295,0.008146286010742188,optdigits
DR,9.342232979961547e-05,0.004968404769897461,optdigits
\ensuremath{\tt OCV_{DM}},0.01724194222912295,0.2900056838989258,optdigits
IPS,0.00017280412480033576,0.0010921955108642578,page-blocks
DM,0.0022735644869557358,0.002656221389770508,page-blocks
DR,3.5810867635054464e-05,0.0011959075927734375,page-blocks
\ensuremath{\tt OCV_{DM}},0.0022735644869557358,0.10719609260559082,page-blocks
IPS,0.0004406048684671657,0.0023026466369628906,pendigits
DM,0.051577825507667735,0.008512258529663086,pendigits
DR,0.0001618798264670328,0.00421452522277832,pendigits
\ensuremath{\tt OCV_{DM}},0.051577825507667735,0.23683571815490723,pendigits
IPS,0.0006453094092435472,0.0010578632354736328,satimage
DM,0.014257178267633383,0.0037453174591064453,satimage
DR,6.635802337788348e-06,0.0020096302032470703,satimage
\ensuremath{\tt OCV_{DM}},0.014257178267633383,0.17429304122924805,satimage
IPS,1.4621602352962463e-07,0.000362396240234375,vehicle
DM,0.0011143975727981514,0.0019600391387939453,vehicle
DR,1.9819808892761154e-05,0.0005791187286376953,vehicle
\ensuremath{\tt OCV_{DM}},0.0011143975727981514,0.07941436767578125,vehicle
IPS,3.066884768240463e-05,0.0004968643188476562,yeast
DM,0.0005374540509851007,0.003403186798095703,yeast
DR,8.133311769348816e-07,0.0007903575897216797,yeast
\ensuremath{\tt OCV_{DM}},0.0005374540509851007,0.10584306716918945,yeast
IPS,0.07174138065530958,0.00024819374084472656,ecoli
DM,0.0002132819373730286,0.0017757415771484375,ecoli
DR,0.0025743029332046022,0.00044083595275878906,ecoli
\ensuremath{\tt OCV_{DM}},0.0002132819373730286,0.06088685989379883,ecoli
IPS,0.0002634304634513839,0.00024628639221191406,glass
DM,0.0028134670585365455,0.0020754337310791016,glass
DR,0.00030003018184872847,0.0004591941833496094,glass
\ensuremath{\tt OCV_{DM}},0.0028134670585365455,0.06144070625305176,glass
IPS,0.002927856426307961,0.009792089462280273,letter
DM,0.13514840437864087,0.022432327270507812,letter
DR,0.00035596287865057296,0.012060880661010742,letter
\ensuremath{\tt OCV_{DM}},0.13514840437864087,0.6457703113555908,letter
IPS,0.0022316624565296467,0.0015749931335449219,optdigits
DM,0.021453436325885488,0.009939908981323242,optdigits
DR,0.001122073457689574,0.0037355422973632812,optdigits
\ensuremath{\tt OCV_{DM}},0.021453436325885488,0.27312231063842773,optdigits
IPS,2.8744661317397126e-05,0.0009953975677490234,page-blocks
DM,0.00135853342310127,0.003115415573120117,page-blocks
DR,1.3855283640274378e-05,0.0014057159423828125,page-blocks
\ensuremath{\tt OCV_{DM}},0.00135853342310127,0.11664628982543945,page-blocks
IPS,3.9580193998860356e-05,0.0022292137145996094,pendigits
DM,0.04843524190051075,0.005820035934448242,pendigits
DR,4.654925207432307e-05,0.004443645477294922,pendigits
\ensuremath{\tt OCV_{DM}},0.04843524190051075,0.26042890548706055,pendigits
IPS,0.00020668689738350334,0.0012631416320800781,satimage
DM,0.01874018374977597,0.005124330520629883,satimage
DR,0.00029930648576738416,0.0024263858795166016,satimage
\ensuremath{\tt OCV_{DM}},0.01874018374977597,0.17683959007263184,satimage
IPS,7.416759411362987e-05,0.0003249645233154297,vehicle
DM,0.0028112295414597596,0.0015125274658203125,vehicle
DR,0.00047309510029601627,0.0004303455352783203,vehicle
\ensuremath{\tt OCV_{DM}},0.0028112295414597596,0.0853118896484375,vehicle
IPS,0.003844642866241107,0.0005276203155517578,yeast
DM,0.009421417472149377,0.003101825714111328,yeast
DR,0.0047238033028000875,0.0008087158203125,yeast
\ensuremath{\tt OCV_{DM}},0.009421417472149377,0.09446167945861816,yeast
IPS,0.019775798625185578,0.0003247261047363281,ecoli
DM,0.0047992709115434184,0.002237081527709961,ecoli
DR,0.0010810685097162607,0.0004897117614746094,ecoli
\ensuremath{\tt OCV_{DM}},0.0047992709115434184,0.05905771255493164,ecoli
IPS,0.01449030814758276,0.00027823448181152344,glass
DM,1.2796606114577748e-12,0.0023245811462402344,glass
DR,6.1147623429991875e-06,0.00047850608825683594,glass
\ensuremath{\tt OCV_{DM}},1.2796606114577748e-12,0.07432198524475098,glass
IPS,0.0010854580457304358,0.012371063232421875,letter
DM,0.15228574815112986,0.028389453887939453,letter
DR,0.0011446030228952143,0.017564773559570312,letter
\ensuremath{\tt OCV_{DM}},0.15228574815112986,0.713270902633667,letter
IPS,0.0031621742918213186,0.0013568401336669922,optdigits
DM,0.019209856463547375,0.007585763931274414,optdigits
DR,0.0005145007426719313,0.0045375823974609375,optdigits
\ensuremath{\tt OCV_{DM}},0.019209856463547375,0.31214046478271484,optdigits
IPS,0.00015117428897053556,0.0008187294006347656,page-blocks
DM,0.0012883519040877863,0.002524137496948242,page-blocks
DR,8.88888543254938e-05,0.0011065006256103516,page-blocks
\ensuremath{\tt OCV_{DM}},0.0012883519040877863,0.12373113632202148,page-blocks
IPS,1.2377810488519518e-06,0.001859903335571289,pendigits
DM,0.04631883677156581,0.00556492805480957,pendigits
DR,1.533819164997422e-05,0.004680633544921875,pendigits
\ensuremath{\tt OCV_{DM}},0.04631883677156581,0.26709651947021484,pendigits
IPS,0.0004470415260659037,0.0013549327850341797,satimage
DM,0.014948872469339403,0.004648923873901367,satimage
DR,0.00012012022418109262,0.002090930938720703,satimage
\ensuremath{\tt OCV_{DM}},0.014948872469339403,0.16214799880981445,satimage
IPS,0.00047871003813926304,0.00039124488830566406,vehicle
DM,0.0010798918436023205,0.002161741256713867,vehicle
DR,0.00015950699969856553,0.0005536079406738281,vehicle
\ensuremath{\tt OCV_{DM}},0.0010798918436023205,0.0751035213470459,vehicle
IPS,0.002686403804371472,0.0005600452423095703,yeast
DM,0.0038876992254766557,0.003226757049560547,yeast
DR,0.0014256834676631938,0.000957489013671875,yeast
\ensuremath{\tt OCV_{DM}},0.0038876992254766557,0.09195303916931152,yeast
IPS,0.010800288239498626,0.0003323554992675781,ecoli
DM,0.0007783450374603475,0.0021865367889404297,ecoli
DR,0.00012441327522855146,0.0004680156707763672,ecoli
\ensuremath{\tt OCV_{DM}},0.00012441327522855146,0.05727958679199219,ecoli
IPS,0.010690949494389314,0.00024390220642089844,glass
DM,0.006760738942418202,0.0013997554779052734,glass
DR,0.00429124267681518,0.00037026405334472656,glass
\ensuremath{\tt OCV_{DM}},0.006760738942418202,0.05566072463989258,glass
IPS,0.0016106198648380965,0.009560108184814453,letter
DM,0.15224479221392437,0.021119356155395508,letter
DR,0.0018908232576985598,0.015024900436401367,letter
\ensuremath{\tt OCV_{DM}},0.15224479221392437,0.6515176296234131,letter
IPS,0.0005655612710984114,0.0013394355773925781,optdigits
DM,0.01764565685072694,0.007950544357299805,optdigits
DR,0.00025511969812791203,0.005214214324951172,optdigits
\ensuremath{\tt OCV_{DM}},0.01764565685072694,0.3060579299926758,optdigits
IPS,0.0008205044475658225,0.0009641647338867188,page-blocks
DM,0.001636066095694147,0.0037589073181152344,page-blocks
DR,1.8812178854597573e-06,0.0014598369598388672,page-blocks
\ensuremath{\tt OCV_{DM}},0.001636066095694147,0.12802338600158691,page-blocks
IPS,0.0002456962006440966,0.0022132396697998047,pendigits
DM,0.046367138274537825,0.007459878921508789,pendigits
DR,5.100458068218749e-05,0.0039174556732177734,pendigits
\ensuremath{\tt OCV_{DM}},0.046367138274537825,0.23868942260742188,pendigits
IPS,3.0486873854637417e-06,0.0011284351348876953,satimage
DM,0.01995045827325176,0.004246234893798828,satimage
DR,0.0002988547525782434,0.0026755332946777344,satimage
\ensuremath{\tt OCV_{DM}},0.01995045827325176,0.16587591171264648,satimage
IPS,0.0032254784123015596,0.0003445148468017578,vehicle
DM,0.00022008572789532807,0.001950979232788086,vehicle
DR,0.0023504942696461607,0.0005202293395996094,vehicle
\ensuremath{\tt OCV_{DM}},0.00022008572789532807,0.08077311515808105,vehicle
IPS,0.004189327151792145,0.0004858970642089844,yeast
DM,0.0035888773765537178,0.003304004669189453,yeast
DR,0.0008474529938916749,0.0009305477142333984,yeast
\ensuremath{\tt OCV_{DM}},0.0035888773765537178,0.12153339385986328,yeast
IPS,0.0007662361018765923,0.00029659271240234375,ecoli
DM,0.0004892612101427603,0.001512765884399414,ecoli
DR,0.0013310522905057801,0.0003643035888671875,ecoli
\ensuremath{\tt OCV_{DM}},0.0004892612101427603,0.06051898002624512,ecoli
IPS,0.027479075560778474,0.0002684593200683594,glass
DM,0.010800977982975126,0.0019087791442871094,glass
DR,0.006467465353696241,0.00043320655822753906,glass
\ensuremath{\tt OCV_{DM}},0.027479075560778474,0.06531834602355957,glass
IPS,0.0003786110679524683,0.010589122772216797,letter
DM,0.14829700048786537,0.02470541000366211,letter
DR,0.0005308040879680631,0.013636350631713867,letter
\ensuremath{\tt OCV_{DM}},0.14829700048786537,0.649456262588501,letter
IPS,0.0019824723317831876,0.0014195442199707031,optdigits
DM,0.019893492031379384,0.010774374008178711,optdigits
DR,0.0006759908062624375,0.004334926605224609,optdigits
\ensuremath{\tt OCV_{DM}},0.019893492031379384,0.2675933837890625,optdigits
IPS,0.0001784109815220206,0.0010161399841308594,page-blocks
DM,0.0012627281138609208,0.0031747817993164062,page-blocks
DR,1.2684529181688294e-06,0.0013918876647949219,page-blocks
\ensuremath{\tt OCV_{DM}},0.0012627281138609208,0.10859274864196777,page-blocks
IPS,0.0008290790473511439,0.001859903335571289,pendigits
DM,0.049638803403374565,0.0056610107421875,pendigits
DR,3.524822146760229e-05,0.0038564205169677734,pendigits
\ensuremath{\tt OCV_{DM}},0.049638803403374565,0.2568669319152832,pendigits
IPS,0.00011227630290234518,0.0012710094451904297,satimage
DM,0.017418891615186397,0.0052852630615234375,satimage
DR,0.00019993477463670236,0.0025522708892822266,satimage
\ensuremath{\tt OCV_{DM}},0.017418891615186397,0.17800545692443848,satimage
IPS,0.0004941531200373202,0.0003788471221923828,vehicle
DM,0.0018402227769130349,0.0020780563354492188,vehicle
DR,6.26048093465868e-05,0.0005404949188232422,vehicle
\ensuremath{\tt OCV_{DM}},0.0018402227769130349,0.08765220642089844,vehicle
IPS,0.0001465574414581359,0.0003979206085205078,yeast
DM,5.131622330495124e-06,0.0035712718963623047,yeast
DR,0.0012934838703917036,0.0009222030639648438,yeast
\ensuremath{\tt OCV_{DM}},5.131622330495124e-06,0.1035451889038086,yeast
IPS,0.00010182470659043265,0.00032973289489746094,ecoli
DM,2.7160734394734622e-06,0.0023016929626464844,ecoli
DR,0.00338415014626744,0.00047969818115234375,ecoli
\ensuremath{\tt OCV_{DM}},2.7160734394734622e-06,0.05922675132751465,ecoli
IPS,8.569375901065582e-06,0.00023508071899414062,glass
DM,0.014296113375204112,0.0011916160583496094,glass
DR,0.005317680821586845,0.0003218650817871094,glass
\ensuremath{\tt OCV_{DM}},0.014296113375204112,0.04145693778991699,glass
IPS,0.003477833113162619,0.010680913925170898,letter
DM,0.13347482841557648,0.030318021774291992,letter
DR,0.0007232004847986213,0.015424489974975586,letter
\ensuremath{\tt OCV_{DM}},0.13347482841557648,0.6346628665924072,letter
IPS,1.470798237049858e-05,0.0015730857849121094,optdigits
DM,0.02018910374412737,0.011070966720581055,optdigits
DR,0.00019484376356173952,0.0037338733673095703,optdigits
\ensuremath{\tt OCV_{DM}},0.02018910374412737,0.24760937690734863,optdigits
IPS,0.004408125365150546,0.0008823871612548828,page-blocks
DM,0.0005128621473930783,0.0027713775634765625,page-blocks
DR,4.016328011613704e-05,0.0012710094451904297,page-blocks
\ensuremath{\tt OCV_{DM}},0.0005128621473930783,0.11012434959411621,page-blocks
IPS,0.0006387252557292197,0.0023374557495117188,pendigits
DM,0.04812303156712306,0.008326053619384766,pendigits
DR,8.99204578528565e-06,0.005948305130004883,pendigits
\ensuremath{\tt OCV_{DM}},0.04812303156712306,0.27402591705322266,pendigits
IPS,5.9991747661949376e-05,0.0013871192932128906,satimage
DM,0.01367924131593267,0.004052639007568359,satimage
DR,1.2897885629755877e-05,0.0018913745880126953,satimage
\ensuremath{\tt OCV_{DM}},0.01367924131593267,0.16312122344970703,satimage
IPS,0.0039002991319613224,0.0003597736358642578,vehicle
DM,0.007923837143536483,0.0020225048065185547,vehicle
DR,0.0003311609312442693,0.0005335807800292969,vehicle
\ensuremath{\tt OCV_{DM}},0.007923837143536483,0.07546663284301758,vehicle
IPS,0.002980725037767964,0.0005061626434326172,yeast
DM,0.005530417256442399,0.0033659934997558594,yeast
DR,0.0027041547529373946,0.0008804798126220703,yeast
\ensuremath{\tt OCV_{DM}},0.005530417256442399,0.09046053886413574,yeast
IPS,0.006841402128336574,0.0003139972686767578,ecoli
DM,0.0013665475136276123,0.002180814743041992,ecoli
DR,1.5133448187483717e-06,0.0004734992980957031,ecoli
\ensuremath{\tt OCV_{DM}},1.5133448187483717e-06,0.05769848823547363,ecoli
IPS,0.026601430791693446,0.0002918243408203125,glass
DM,0.007055630068792918,0.0021910667419433594,glass
DR,0.005628442840090616,0.00037980079650878906,glass
\ensuremath{\tt OCV_{DM}},0.005628442840090616,0.07624578475952148,glass
IPS,0.00015104481745881779,0.012784004211425781,letter
DM,0.13881119473118902,0.022883892059326172,letter
DR,4.9140927926322984e-06,0.015910625457763672,letter
\ensuremath{\tt OCV_{DM}},0.13881119473118902,0.6475424766540527,letter
IPS,0.0005171415589183996,0.003119230270385742,optdigits
DM,0.021864616613647622,0.008681297302246094,optdigits
DR,0.0011101356952223996,0.0039293766021728516,optdigits
\ensuremath{\tt OCV_{DM}},0.021864616613647622,0.2869880199432373,optdigits
IPS,0.00021315110197238482,0.0008537769317626953,page-blocks
DM,0.001314776587501789,0.0024695396423339844,page-blocks
DR,1.1895778274341877e-09,0.0011556148529052734,page-blocks
\ensuremath{\tt OCV_{DM}},0.001314776587501789,0.1254589557647705,page-blocks
IPS,9.41050671390697e-05,0.0019385814666748047,pendigits
DM,0.04680751585401092,0.005990505218505859,pendigits
DR,2.6917557465827963e-06,0.0049245357513427734,pendigits
\ensuremath{\tt OCV_{DM}},0.04680751585401092,0.27074670791625977,pendigits
IPS,0.0008673579122254788,0.0010709762573242188,satimage
DM,0.01828286696152907,0.004345417022705078,satimage
DR,9.661904023890207e-05,0.002028942108154297,satimage
\ensuremath{\tt OCV_{DM}},0.01828286696152907,0.18978166580200195,satimage
IPS,0.0035612344215755726,0.000514984130859375,vehicle
DM,0.0015717943214465235,0.004126071929931641,vehicle
DR,0.001035513544105202,0.00043582916259765625,vehicle
\ensuremath{\tt OCV_{DM}},0.0015717943214465235,0.07166409492492676,vehicle
IPS,0.0007474570472775727,0.00039839744567871094,yeast
DM,0.0006225377226358049,0.0025408267974853516,yeast
DR,9.182322442913447e-07,0.0006825923919677734,yeast
\ensuremath{\tt OCV_{DM}},0.0006225377226358049,0.0922086238861084,yeast
IPS,0.008829898285181405,0.0003223419189453125,ecoli
DM,0.012451335198435732,0.0026595592498779297,ecoli
DR,0.0062025512382429095,0.0006148815155029297,ecoli
\ensuremath{\tt OCV_{DM}},0.0062025512382429095,0.06985330581665039,ecoli
IPS,0.005048755685570051,0.0002486705780029297,glass
DM,0.02701139694112867,0.0016834735870361328,glass
DR,0.022179246544319787,0.00035190582275390625,glass
\ensuremath{\tt OCV_{DM}},0.005048755685570051,0.060616254806518555,glass
IPS,0.00225151669591778,0.013799905776977539,letter
DM,0.14316622538256266,0.02566385269165039,letter
DR,0.00035767450440888537,0.01696491241455078,letter
\ensuremath{\tt OCV_{DM}},0.14316622538256266,0.6245226860046387,letter
IPS,0.0011138395132574,0.0017063617706298828,optdigits
DM,0.02108060035671892,0.008968114852905273,optdigits
DR,0.0007203966659897488,0.005765199661254883,optdigits
\ensuremath{\tt OCV_{DM}},0.02108060035671892,0.2974071502685547,optdigits
IPS,6.401603090434452e-05,0.0008378028869628906,page-blocks
DM,0.0001563166648411632,0.002538919448852539,page-blocks
DR,5.77801637983202e-05,0.0011017322540283203,page-blocks
\ensuremath{\tt OCV_{DM}},0.0001563166648411632,0.11735081672668457,page-blocks
IPS,0.0009624492033157595,0.002305269241333008,pendigits
DM,0.04564765243834212,0.007113933563232422,pendigits
DR,4.085380399562742e-07,0.005683422088623047,pendigits
\ensuremath{\tt OCV_{DM}},0.04564765243834212,0.25776124000549316,pendigits
IPS,4.286337371361731e-05,0.001085519790649414,satimage
DM,0.013042186002510323,0.006019115447998047,satimage
DR,0.0001457708442065876,0.003975391387939453,satimage
\ensuremath{\tt OCV_{DM}},0.013042186002510323,0.1670093536376953,satimage
IPS,0.003990280632898944,0.00035691261291503906,vehicle
DM,0.005393849856990972,0.0016937255859375,vehicle
DR,3.2092673375236463e-06,0.0004818439483642578,vehicle
\ensuremath{\tt OCV_{DM}},0.005393849856990972,0.08475947380065918,vehicle
IPS,8.398441337977687e-07,0.00042724609375,yeast
DM,0.002839551064769366,0.002551555633544922,yeast
DR,0.0005327485663142921,0.0015664100646972656,yeast
\ensuremath{\tt OCV_{DM}},0.002839551064769366,0.09338164329528809,yeast
IPS,0.019454524644978887,0.00044035911560058594,ecoli
DM,0.0091275126611532,0.0024862289428710938,ecoli
DR,0.006105388229326709,0.0005617141723632812,ecoli
\ensuremath{\tt OCV_{DM}},0.006105388229326709,0.0731043815612793,ecoli
IPS,0.007459238471066122,0.00031375885009765625,glass
DM,0.03397105378341802,0.001976490020751953,glass
DR,0.03663438513841082,0.0004398822784423828,glass
\ensuremath{\tt OCV_{DM}},0.03663438513841082,0.05807781219482422,glass
IPS,0.0001535402370545832,0.009853124618530273,letter
DM,0.14413324139731412,0.017457962036132812,letter
DR,0.0003305361848884051,0.010985851287841797,letter
\ensuremath{\tt OCV_{DM}},0.14413324139731412,0.7590975761413574,letter
IPS,3.938766147212727e-05,0.0014727115631103516,optdigits
DM,0.018905586233420132,0.008237361907958984,optdigits
DR,0.0005672393670855299,0.0037271976470947266,optdigits
\ensuremath{\tt OCV_{DM}},0.018905586233420132,0.27092528343200684,optdigits
IPS,0.0003005376696017476,0.0008580684661865234,page-blocks
DM,0.0013603909779720763,0.0024178028106689453,page-blocks
DR,7.787322454752123e-05,0.0011632442474365234,page-blocks
\ensuremath{\tt OCV_{DM}},0.0013603909779720763,0.11529421806335449,page-blocks
IPS,0.0019145295519440843,0.0022003650665283203,pendigits
DM,0.04620054991920959,0.007578372955322266,pendigits
DR,1.2738849787570253e-05,0.004972219467163086,pendigits
\ensuremath{\tt OCV_{DM}},0.04620054991920959,0.23739171028137207,pendigits
IPS,0.00033168094066710264,0.0012655258178710938,satimage
DM,0.013903183744283688,0.005041599273681641,satimage
DR,0.00015146087661283328,0.001971721649169922,satimage
\ensuremath{\tt OCV_{DM}},0.013903183744283688,0.16022801399230957,satimage
IPS,0.01095336567747787,0.0003616809844970703,vehicle
DM,0.0025665751902514303,0.0019032955169677734,vehicle
DR,0.0002702326064584816,0.0005621910095214844,vehicle
\ensuremath{\tt OCV_{DM}},0.0025665751902514303,0.0831446647644043,vehicle
IPS,0.001677727520291198,0.0004949569702148438,yeast
DM,0.001012007910415317,0.0029914379119873047,yeast
DR,2.050332394002186e-06,0.0008392333984375,yeast
\ensuremath{\tt OCV_{DM}},0.001012007910415317,0.09716153144836426,yeast
IPS,0.00019943856109477833,0.00028967857360839844,ecoli
DM,5.180229997250472e-05,0.0022945404052734375,ecoli
DR,0.0012121794262602847,0.0004940032958984375,ecoli
\ensuremath{\tt OCV_{DM}},5.180229997250472e-05,0.06806206703186035,ecoli
IPS,0.03143944882935258,0.00022983551025390625,glass
DM,0.013290986100389066,0.0015916824340820312,glass
DR,0.006750950107422958,0.00034499168395996094,glass
\ensuremath{\tt OCV_{DM}},0.03143944882935258,0.05485868453979492,glass
IPS,2.179201614379615e-05,0.009359121322631836,letter
DM,0.1431855320398729,0.017543554306030273,letter
DR,1.2260014139317087e-05,0.014686822891235352,letter
\ensuremath{\tt OCV_{DM}},0.1431855320398729,0.6533126831054688,letter
IPS,0.00012513016701919886,0.0013799667358398438,optdigits
DM,0.02031063960029572,0.008623838424682617,optdigits
DR,0.00023015937162564537,0.003705263137817383,optdigits
\ensuremath{\tt OCV_{DM}},0.02031063960029572,0.3013913631439209,optdigits
IPS,0.0004881268878704942,0.0008890628814697266,page-blocks
DM,0.0017762721395207693,0.0027387142181396484,page-blocks
DR,5.95260793326382e-05,0.0012586116790771484,page-blocks
\ensuremath{\tt OCV_{DM}},0.0017762721395207693,0.12696266174316406,page-blocks
IPS,0.0003649116138615203,0.0020122528076171875,pendigits
DM,0.04601974308947409,0.007395505905151367,pendigits
DR,1.9107680841742104e-05,0.0034792423248291016,pendigits
\ensuremath{\tt OCV_{DM}},0.04601974308947409,0.2850666046142578,pendigits
IPS,4.108751328392207e-05,0.001093149185180664,satimage
DM,0.017247939382559908,0.0043888092041015625,satimage
DR,0.000124721637873285,0.0021169185638427734,satimage
\ensuremath{\tt OCV_{DM}},0.017247939382559908,0.16888022422790527,satimage
IPS,0.0017031453458050396,0.00030112266540527344,vehicle
DM,0.009366020750420347,0.0015594959259033203,vehicle
DR,0.00016287171017298057,0.0004334449768066406,vehicle
\ensuremath{\tt OCV_{DM}},0.009366020750420347,0.07476449012756348,vehicle
IPS,0.004042651314785242,0.0004527568817138672,yeast
DM,4.685662107577524e-05,0.003123760223388672,yeast
DR,0.0003003520429824856,0.0007688999176025391,yeast
\ensuremath{\tt OCV_{DM}},4.685662107577524e-05,0.10497927665710449,yeast
IPS,0.005454071181714246,0.0002865791320800781,ecoli
DM,0.004857389080512003,0.00171661376953125,ecoli
DR,0.0002830808504781769,0.00039768218994140625,ecoli
\ensuremath{\tt OCV_{DM}},0.004857389080512003,0.04897499084472656,ecoli
IPS,0.00042593193762126855,0.0002315044403076172,glass
