Estimator,MSE,seconds,dataset.kwargs.dataset
\ensuremath{\tt OCV_{DR}},0.0003458440217147,0.3638756275177002,vehicle
\textsc{Slope},0.0025618408361735,0.0069456100463867,vehicle
\ensuremath{\tt PAS{\text -}IF},0.0025618408361735,6.157739162445068,vehicle
IPS,0.0004702222311488,0.0010151863098144,yeast
DM,0.0021631418143645,0.0040998458862304,yeast
DR,0.000710771481118,0.0087959766387939,yeast
\ensuremath{\tt OCV_{IPS}},0.000710771481118,0.2301702499389648,yeast
\ensuremath{\tt OCV_{DR}},0.0004702222311488,0.3864247798919678,yeast
\textsc{Slope},0.0021631418143645,0.0118217468261718,yeast
\ensuremath{\tt PAS{\text -}IF},0.0004702222311488,11.854346990585327,yeast
IPS,0.0256501224126017,0.0016217231750488,ecoli
DM,0.0131891007645994,0.0026962757110595,ecoli
DR,0.0044107441466299,0.0064201354980468,ecoli
\ensuremath{\tt OCV_{IPS}},0.0256501224126017,0.1993448734283447,ecoli
\ensuremath{\tt OCV_{DR}},0.0131891007645994,0.5592126846313477,ecoli
\textsc{Slope},0.0131891007645994,0.0191810131072998,ecoli
\ensuremath{\tt PAS{\text -}IF},0.0131891007645994,8.070043563842773,ecoli
IPS,0.0042480646355138,0.0016329288482666,glass
DM,0.0058762504696881,0.0029380321502685,glass
DR,0.0122794404966308,0.0068893432617187,glass
\ensuremath{\tt OCV_{IPS}},0.0042480646355138,0.10447359085083,glass
\ensuremath{\tt OCV_{DR}},0.0042480646355138,0.3083279132843017,glass
\textsc{Slope},0.0058762504696881,0.0059192180633544,glass
\ensuremath{\tt PAS{\text -}IF},0.0042480646355138,5.4701828956604,glass
IPS,0.0004418299927488,0.0172357559204101,letter
DM,0.1516870044305847,0.0266599655151367,letter
DR,0.0012265264090469,0.0274250507354736,letter
\ensuremath{\tt OCV_{IPS}},0.0004418299927488,1.0336625576019287,letter
\ensuremath{\tt OCV_{DR}},0.0012265264090469,1.833979845046997,letter
\textsc{Slope},0.0012265264090469,0.1605172157287597,letter
\ensuremath{\tt PAS{\text -}IF},0.1516870044305847,45.566169023513794,letter
IPS,0.0018320973493536,0.0192015171051025,optdigits
DM,0.0182592619754302,0.2454967498779297,optdigits
DR,0.0005327928486624,0.019646406173706,optdigits
\ensuremath{\tt OCV_{IPS}},0.0018320973493536,1.3527984619140625,optdigits
\ensuremath{\tt OCV_{DR}},0.0005327928486624,4.976110219955444,optdigits
\textsc{Slope},0.0005327928486624,0.0795235633850097,optdigits
\ensuremath{\tt PAS{\text -}IF},0.0182592619754302,32.33667778968811,optdigits
IPS,0.00031864714816,0.0043056011199951,page-blocks
DM,0.0015550684325293,0.0111324787139892,page-blocks
DR,3.500718725405113e-05,0.005613088607788,page-blocks
